label,message,character_count,word_count,sentence_count,original_message,clean_message,clean_char_length,clean_word_count,gru_message,label_encoded
ham,"Kate jackson rec center before 7ish, right?",43,9,1,"Kate jackson rec center before 7ish, right?",kate jackson rec center ish right,33,6,kate jackson rec center before ish right,0
ham,Dear i have reache room,23,5,1,Dear i have reache room,dear reache room,16,3,dear i have reache room,0
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",149,37,1,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fighting world easy either win lose bt fightng close dificult lose lose win still lose,86,15,fighting with the world is easy u either win or lose bt fightng with some who is close to u is dificult if u lose u lose if u win u still lose,0
ham,When can ü come out?,20,6,1,When can ü come out?,come,4,1,when can come out,0
ham,Check with nuerologist.,23,4,1,Check with nuerologist.,check nuerologist,17,2,check with nuerologist,0
ham,Lolnice. I went from a fish to ..water.?,40,12,3,Lolnice. I went from a fish to ..water.?,lolnice went fish water,23,4,lolnice i went from a fish to water,0
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,169,32,3,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,congratulation week competition draw money prize claim call c stop sm ppm,73,12,congratulations in this week s competition draw u have won the money prize to claim just call b t cs stop sms over only ppm,1
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,117,31,3,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,waiting car dat bored wat co wait outside got nothing home stuff watch tv wat,77,15,no it s waiting in e car dat s bored wat cos wait outside got nothing do at home can do my stuff or watch tv wat,0
ham,"Maybe westshore or hyde park village, the place near my house?",62,13,1,"Maybe westshore or hyde park village, the place near my house?",maybe westshore hyde park village place near house,50,8,maybe westshore or hyde park village the place near my house,0
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,166,41,6,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,know anthony bringing money school fee pay rent stuff like thats need help friend need,86,15,you should know now so how s anthony are you bringing money i ve school fees to pay and rent and stuff like that thats why i need your help a friend in need,0
ham,What's the significance?,24,5,1,What's the significance?,significance,12,1,what s the significance,0
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136,37,11,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,83,12,your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply,0
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",99,25,1,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",latest still scrounge ammo want give new ak try,47,9,at the latest g s still there if you can scrounge up some ammo and want to give the new ak a try,0
ham,Prabha..i'm soryda..realy..frm heart i'm sory,45,13,1,Prabha..i'm soryda..realy..frm heart i'm sory,prabha soryda realy frm heart sory,34,6,prabha i m soryda realy frm heart i m sory,0
ham,Lol ok your forgiven :),23,6,1,Lol ok your forgiven :),lol ok forgiven,15,3,lol ok your forgiven,0
ham,No..jst change tat only..,25,7,1,No..jst change tat only..,jst change tat,14,3,no jst change tat only,0
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",147,30,3,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",guaranteed latest nokia phone gb ipod mp player money prize txt word collect ibhltd ldnw mtmsgrcvd,98,16,you are guaranteed the latest nokia phone a gb ipod mp player or a money prize txt word collect to no ibhltd ldnw h p mtmsgrcvd,1
ham,S:)no competition for him.,26,8,1,S:)no competition for him.,competition,11,1,s no competition for him,0
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,146,39,6,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,boltblue tone reply poly mono eg poly cha cha slide yeah slow jamz toxic come stop tone txt,91,18,boltblue tones for p reply poly or mono eg poly cha cha slide yeah slow jamz toxic come with me or stop more tones txt more,1
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,89,15,1,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,credit topped url renewal pin tgxxrz,36,6,your credits have been topped up for url your renewal pin is tgxxrz,1
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",168,40,3,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",way transport less problematic sat night way want ask join bday feel free need know definite no booking fri,107,19,that way transport is less problematic than on sat night by the way if u want to ask n to join my bday feel free but need to know definite nos as booking on fri,0
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,117,22,2,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,usually person unconscious child adult may behave abnormally call,65,9,usually the person is unconscious that s in children but in adults they may just behave abnormally i ll call you now,0
ham,But that's on ebay it might be less elsewhere.,46,11,1,But that's on ebay it might be less elsewhere.,ebay might less elsewhere,25,4,but that s on ebay it might be less elsewhere,0
ham,Shall i come to get pickle,26,6,1,Shall i come to get pickle,shall come get pickle,21,4,shall i come to get pickle,0
ham,Were gonna go get some tacos,28,7,1,Were gonna go get some tacos,gon na go get taco,18,5,were gonna go get some tacos,0
ham,"That's very rude, you on campus?",32,9,1,"That's very rude, you on campus?",rude campus,11,2,that s very rude you on campus,0
spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",144,29,5,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",urgent mobile awarded money bonus caller prize nd attempt contact call box qu,77,13,urgent your mobile no was awarded a money bonus caller prize on this is our nd attempt to contact you call box qu,1
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,57,16,2,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,hi ard christmas enjoy merry ma,31,6,hi i won t b ard christmas but do enjoy n merry x mas,0
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",158,36,8,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",today offer claim ur money worth discount voucher text yes savamob member offer mobile c money sub unsub reply,110,19,today s offer claim ur money worth of discount vouchers text yes to now savamob member offers mobile t cs money sub unsub reply x,1
ham,Yes! How is a pretty lady like you single?,42,11,2,Yes! How is a pretty lady like you single?,yes pretty lady like single,27,5,yes how is a pretty lady like you single,0
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,111,21,2,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,recieve tone within next hr term condition please see channel teletext pg,73,12,you will recieve your tone within the next hrs for terms and conditions please see channel u teletext pg,1
ham,Jay says that you're a double-faggot,36,7,1,Jay says that you're a double-faggot,jay say double faggot,21,4,jay says that you re a double faggot,0
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,146,22,4,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,private account statement show un redeemed point call identifier code expires,77,11,private your account statement for shows un redeemed s i m points call identifier code expires,1
ham,What Today-sunday..sunday is holiday..so no work..,50,11,1,What Today-sunday..sunday is holiday..so no work..,today sunday sunday holiday work,32,5,what today sunday sunday is holiday so no work,0
