gru_message,label_encoded
u horrible gal u knew dat i was going out wif him yest n u still come n ask me,0
hey boys want hot xxx pics sent direct ur phone txt porn to hrs free and then just p per day to stop text stopbcm sf wc n xx,1
they said dun haf passport or smth like dat or juz send to my email account,0
well boy am i glad g wasted all night at applebees for nothing,0
really dun bluff me leh u sleep early too nite,0
happy new years melody,0
go home liao ask dad to pick me up at,0
i wont so wat s wit the guys,0
he didn t see his shadow we get an early spring yay,0
free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates zed pobox w wq norm p tone,1
somebody should go to andros and steal ice,0
i m really sorry i won t b able do this friday hope u can find an alternative hope yr term s going ok,0
i guess you could be as good an excuse as any lol,0
so pay first lar then when is da stock comin,0
good night am going to sleep,0
oh just getting even with u u,0
alright see you in a bit,0
have you bookedthe hut and also your time off how are you by the way,0
ok thanx gd nite too,0
evening v good if somewhat event laden will fill you in don t you worry head ok but throat wrecked see you at six then,0
pls help me tell ashley that i cant find her number oh,0
what do you do my dog must i always wait till the end of your day to have word from you did you run out of time on your cell already,0
and half years i missed your friendship,0
so no messages had food,0
dai lt gt naal eruku,0
thx all will be well in a few months,0
ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,0
we know someone who you know that fancies you call to find out who pobox ls hb p,1
bishan lar nearer no need buy so early cos if buy now i gotta park my car,0
do you like italian food,0
u definitely need a module from e humanities dis sem izzit u wan take other modules st,0
you call him and tell now infront of them call him now,0
me fine absolutly fine,0
home so we can always chat,0
are you staying in town,0
please don t text me anymore i have nothing else to say,0
ok set let u noe e details later,0
its a site to simulate the test it just gives you very tough questions to test your readiness,0
u don t know how stubborn i am i didn t even want to go to the hospital i kept telling mark i m not a weak sucker hospitals are for weak suckers,0
come to my home for one last time i wont do anything trust me,0
nope but i ll b going sch on fri quite early lor cos mys sis got paper in da morn,0
haha get used to driving to usf man i know a lot of stoners,0
yes i posted a couple of pics on fb there s still snow outside too i m just waking up,0
alrite hunny wot u up nite didnt end up goin down town jus da pub instead jus chillin at da mo in me bedroom love jen xxx,0
serious what like proper tongued her,0
are you in the pub,0
then u ask darren go n pick u lor but i oso sian tmr haf meet lect,0
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams,0
in da car park,0
all boys made fun of me today ok i have no problem i just sent one message just for fun,0
then just eat a shit and wait for ur monkey face bitch u asshole,0
hi hope u r both ok he said he would text and he hasn t have u seen him let me down gently please,0
how to make a girl happy it s not at all difficult to make girls happy u only need to be a friend companion lover chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt very clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam,0
and stop wondering wow is she ever going to stop tm ing me because i will tm you whenever i want because you are mine laughs,0
i m reading the text i just sent you its meant to be a joke so read it in that light,0
how come guoyang go n tell her then u told her,0
guess he wants alone time we could just show up and watch when they do,0
adult content your video will be with you shortly,1
sorry to be a pain is it ok if we meet another night i spent late afternoon in casualty and that means i haven t done any of y stuff moro and that includes all my time sheets and that sorry,0
if you r home then come down within min,0
i m not smoking while people use wylie smokes too much to justify ruining my shit,0
i m in inside office still filling forms don know when they leave me,0
we spend our days waiting for the ideal path to appear in front of us but what we forget is paths are made by walking not by waiting goodnight,0
mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola,0
you should change your fb to jaykwon thuglyfe falconerf,0
hanks lotsly,0
sad puppy noise,0
not course only maths one day one chapter with in one month we can finish,0
honeybee said i m d sweetest in d world god laughed amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn,0
oh and by the way you do have more food in your fridge want to go out for a meal tonight,0
thanx,0
i just really need shit before tomorrow and i know you won t be awake before like,0
u really pig leh sleep so much my dad wake me up at smth eat lunch today,0
it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,0
