clean_message,label_encoded
yup already thanx printing handing,0
sea lay rock rock envelope envelope paper paper word,0
increase chance winning,0
tell reached,0
length top shorter got fringe thk going liao lazy dun wan distract also,0
road cant txt,0
wait till end march el nino get oh,0
okies go yan jiu skip ard oso go cine den go mrt one blah blah blah,0
yeah thinking,0
blanket sufficient thx,0
done mean,0
yo chad gymnastics class wan na take site say christian class full,0
didnt holla,0
oh fine tonight,0
ok knackered came home went sleep good full time work lark,0
im wondering right,0
think still car,0
sent like,0
sound like manky scouse boy steve like travelling da bus home wot inmind recreation dis eve,0
hey hun onbus goin meet want go meal donyt feel like cuz get last bus home he sweet latelyxxx,0
get phone wan na chat set meet call cum moro luv jane xx call money minmoremobsemspobox po wa,1
someonone know trying contact via dating service find could call mobile landline box sk ch,1
monday next week give full gist,0
tirupur da started office call,0
short cute good person dont try prove gud noon,0
told tell stupid hear wont tell anything dad called brother spoken,0
ft good combination,0
part initiate understand,0
sure yet still trying get hold,0
hello wats talk email address,0
ask meeting da ge tmr nite,0
love come took long leave zaher got word ym happy see sad left miss,0
ok way railway,0
apps class varaya elaya,0
long fuckin showr,0
haha yup hopefully lose kg mon hip hop go orchard weigh,0
know thing wrong everyso often panicks start goin bout bein good enough,0
bought one ringtone getting text costing pound offering tone etc,1
nope going home go pump petrol lor like going rain soon,0
yo around friend mine lookin pick later tonight,0
get chicken broth want ramen unless know,0
new year plan,0
awesome plan get time like lt gt text detail wee bit,0
buzz hey love think hope day go well sleep miss babe long moment together loving smile,0
urgent mobile number awarded money prize guaranteed call land line claim valid hr,1
ball moving lot spin last difficult bat,0
alright thanks advice enjoy night try get sleep,0
ok lor wat time finish,0
hey mr whats name bill brison book one language word,0
haf found feel stupid da cam working,0
take exam march,0
oh fuck sake like tallahassee,0
jay snickering tell totally fucking chord speak,0
kit strip billed netcollex ltd po box ig oja,1
arun transfr amt,0
well babe swollen gland throat end,0
course guess god got hold right,0
studying sch going home anyway going sch later,0
who class,0
guess first time created web page url read wrote waiting opinion want friend,1
planned yet going join company jan know happen,0
sorry vikky watching olave mandara movie kano trishul theatre wit frnds,0
cthen thk shd enuff still got conclusion content pg reference da content pg cover pg,0
urgent nd attempt contact money prize yesterday still awaiting collection claim call acl pm,1
guaranteed money cash money prize claim yr prize call customer service representative pm cost,1
course tease know simply must see grin keep posted prey loving smile devouring kiss,0
stupid auto correct phone,0
picked receipt something earlier,0
never blame day ur life good day give happiness bad day give experience essential life god blessing good morning,0
want new nokia colour phone delivered tomorrow free minute mobile free text free camcorder reply call,1
looking,0
girl stay bed girl need recovery time id rather pas fun cooped bed,0
escape theatre going watch kavalan minute,0
wan na gym,0
pick,0
nope watching tv home going bored,0
playin space poker,0
dont know come ask question like dont mistake,0
ah poop look like ill prob send laptop get fixed cuz gpu problem,0
told hr want posting chennai working,0
yes good crickiting mind,0
ask next sat make ok lor,0
ya taking ure practical lesson start june,0
wamma get laid want real doggin location sent direct mobile join uk largest dogging network txt dog nyt ec lp money msg,1
new textbuddy chat horny guy ur area free receive search postcode gaytextbuddy com txt one name,1
yar lor actually quite fast co da ge slow wat haha,0
ya one slow poo,0
becoz lt gt jan whn al post ofice holiday cn go fr post ofice got duffer,0
yup ok thanx,0
hello love go day wish well fine babe hope find job prospect miss boytoy teasing kiss,0
likely called mittelschmertz google dont paracetamol dont worry go,0
would like see xxx pic hot nearly banned uk,1
orange brings ringtones time chart hero free hit week go ringtones pic wap stop receiving tip reply stop,1
pls pls drink plenty plenty water,0
lil fever fine,0
ok sweet dream,0
wanted ask wait finish lect co lect finish hour anyway,0
send lt gt min,0
ok bag,0
photoshop make computer shut,0
ok lor msg call,0
jus finish lunch way home lor tot dun wan stay sch today,0
aight see bit,0
today song dedicated day song dedicate send ur valuable frnds first rply,0
marrow coming class,0
money price claim call,1
ha know either clever simple thing pear day perfect christmas,0
going join tomorrow,0
juz remembered got ta bathe dog today,0
download clear movie dvd copy,0
always putting business put picture as facebook one open people ever met would think picture room would hurt make feel violated,0
lol know awesome phone could click delete right want,0
sunshine quiz win super sony dvd recorder canname capital australia text mquiz,1
hanging brother family,0
yeah probs last night obviously catching speak soon,0
want tel one thing mistake message sent,0
sorry grocer,0
especially since talk boston personal statement lol woulda changed realized said nyc say boston,0
world happiest frnds never character dey best understanding difference,0
contacted dating service someone know find call land line pobox tg,1
everything weather keep extra warm cold nothing serious pls lot vitamin,0
much blackberry bold nigeria,0
know called,0
remain unconvinced elaborate test willpower,0
sm ac blind date rodds aberdeen united kingdom check url sm ac icmb cktz blind date send hide,1
dude fake frnds got money thts reffering member wit mail link vl credited lt gt r il getiing lt gt r draw acc wen lt gt r,0
dear take care reaching home love lot,0
dun need pick ur gf,0
hen night going swing,0
take something pain move however side next hr see doctor,0
course make stink,0
thank princess want see nice juicy booty,0
sleeping going take haha got spy wat online checking replying mail lor,0
want finally lunch today,0
pls give food preferably pap slowly load sugar take hour give water slowly,0
student solved cat question xam lt gt lt gt lt gt tell answer brilliant thing got answr,0
congratulation claim vip row ticket blu concert november blu gift guaranteed call claim t c url cost money max,1
already back home probably,0
please give u connection today lt decimal gt refund bill,0
making easy pay back lt gt yr say pay back earlier get,0
freemsg claim ur sm message text ok use web mobile ur mate etc join txt com wk box la wu remove txtx stop,1
sun cant come earth send luv ray cloud cant come river send luv rain cant come meet send care msg gud evng,0
hello thanx taking call got job start monday,0
kindly send one flat lt decimal gt today,0
new local date area lot new people registered area reply date start url reply,1
call meet,0
pls accept one day begging change number,0
know taj mahal symbol love lesser known fact mumtaz shahjahan th wife wife shahjahan killed mumtaz husband marry mumtaz died lt gt th delivery married mumtaz sister question arises hell love great hari,0
wake long ago already dunno thing,0
call senthil hsbc,0
different style,0
sound like many talent would like go dinner date next week,0
ya even cooky jelly,0
got lousy sleep kept waking every hour see cat wanted come worry cold,0
want explicit sex sec ring cost min,1
yo way could pick something tonight,0
going write ccna exam week,0
yes watching footie worried going blow phil neville,0
yup next stop,0
urgent mobile number awarded ukp prize guaranteed call landline claim valid hr ppm,1
urgent please call landline money cash holiday await collection c sae po box xy,1
ok problem yup going sch rem correctly,0
private account statement show un redeemed point call identifier code expires,1
real tho suck even cook whole electricity hungry,0
lol oh babe wont sliding place midnight thanks invite,0
subscribed best mobile content service uk money per day send stop helpline,1
yup elaborating safety aspect issue,0
ok lor anyway thk cant get ticket co like quite late already wan go look ur frens darren wif,0
